"year","เดือน","วันที่","เซล","เขตการขาย","Segment","LastSegment","LastGroupCode","LastGroupOfDebt","ลูกค้า","รหัสหลัก","ชื่อหลัก","typecode","categorycode","formatcode","groupcode","Code","Name1","weight","จำนวน","UnitCode","Price","volume","TurnOver","DebtLimit1","DocDate","CreditDay","DocNo","taxNo","FOC","Period","Q","TYPE","หนี้ในเดือน","SumOfAmount","Email"
2026,2,23,"นครสวรรค์ 2 : แอน","28 : อ.ไพศาลี","4A-E : CAS Express (250L)","4A-E : CAS Express (250L)","AUTOSERVIC","Express","113-1415  บริษัท วัชรพลออโต้แม็กซ์ จำกัด","113-1415","บริษัท วัชรพลออโต้แม็กซ์ จำกัด","PCO","PCO - CTL","MAG","MAG-PU","3439595","MAGNATEC  PU 10W30  3X6P1L FS  R",$7.00,$5.00,"ล",$3338.00,$105.00,$15598.13,$0.00,23-Feb-2026 0:00:00,30,"CR69385-19246","INV-69-01092","","P1","Q1","PCO","",$16690.00,"dsr6nakhonsawan@gmail.com"
2026,2,23,"นครสวรรค์ 2 : แอน","28 : อ.ไพศาลี","4A-E : CAS Express (250L)","4A-E : CAS Express (250L)","AUTOSERVIC","Express","113-1415  บริษัท วัชรพลออโต้แม็กซ์ จำกัด","113-1415","บริษัท วัชรพลออโต้แม็กซ์ จำกัด","PCO","PCO - CTL","MAG","MAG-PU","3439624","MAGNATEC  PU 15W40  3X6P1L  FS  R",$7.00,$2.00,"ล",$3338.00,$42.00,$6239.25,$0.00,23-Feb-2026 0:00:00,30,"CR69385-19246","INV-69-01092","","P1","Q1","PCO","",$6676.00,"dsr6nakhonsawan@gmail.com"
2026,2,23,"นครสวรรค์ 2 : แอน","29 : อ.ท่าตะโก","2B-2 : BikePoint Option 2 (100L)","2B-2 : BikePoint Option 2 (100L)","BIKEPOINT",,"113-1515  ช่างบาส","113-1515","ช่างบาส","MCO","MCO - 4T","ACTIV 4T","ACTIV 4T","3439391","ACTIV 4T 20W40  12X0.8L  SN  R",$0.80,$2.00,"ล",$1136.00,$19.20,$2123.36,$0.00,23-Feb-2026 0:00:00,1,"CA69385-19248","INV-69-01088","","P1","Q1","MCO","หนี้ในเดือน",$2272.00,"dsr6nakhonsawan@gmail.com"
2026,2,23,"นครสวรรค์ 2 : แอน","29 : อ.ท่าตะโก","2B-2 : BikePoint Option 2 (100L)","2B-2 : BikePoint Option 2 (100L)","BIKEPOINT",,"113-1515  ช่างบาส","113-1515","ช่างบาส","MCO","MCO - 4T","ACTIV 4T","ACTIV SCT","3442841","ACTIV  AT 20W40+SGO  12X0.92L",$0.92,$1.00,"ล",$1568.00,$11.04,$1465.42,$0.00,23-Feb-2026 0:00:00,1,"CA69385-19248","INV-69-01088","","P1","Q1","MCO","หนี้ในเดือน",$1568.00,"dsr6nakhonsawan@gmail.com"
2026,2,23,"นครสวรรค์ 2 : แอน","29 : อ.ท่าตะโก","2I : ร้านซ่อมมอเตอร์ไซด์ทั่วไป(Independent WorkShop)","2I : ร้านซ่อมมอเตอร์ไซด์ทั่วไป(Independent WorkShop)","MCO",,"113-1989  ชัยเซอร์วิส","113-1989","ชัยเซอร์วิส","MCO","MCO - 4T","ACTIV 4T","ACTIV ESS","3435677","ACTIV ES  SAE 40   12 X 0.7L  R",$0.70,$1.00,"ล",$903.00,$8.40,$843.93,$0.00,23-Feb-2026 0:00:00,1,"CA69386-19271","INV-69-01082","","P1","Q1","MCO","หนี้ในเดือน",$903.00,"dsr6nakhonsawan@gmail.com"
2026,2,23,"นครสวรรค์ 2 : แอน","29 : อ.ท่าตะโก","2I : ร้านซ่อมมอเตอร์ไซด์ทั่วไป(Independent WorkShop)","2I : ร้านซ่อมมอเตอร์ไซด์ทั่วไป(Independent WorkShop)","MCO",,"113-1989  ชัยเซอร์วิส","113-1989","ชัยเซอร์วิส","MCO","MCO - 4T","ACTIV 4T","ACTIV ESS","3435678","ACTIV  ES  SAE 40   12X0.8L R",$0.80,$1.00,"กป",$0.00,$0.80,$0.00,$0.00,23-Feb-2026 0:00:00,1,"CA69386-19271","INV-69-01082","Y","P1","Q1","MCO","หนี้ในเดือน",$0.00,"dsr6nakhonsawan@gmail.com"
2026,2,23,"นครสวรรค์ 2 : แอน","29 : อ.ท่าตะโก","4A-E : CAS Express (250L)","4A-E : CAS Express (250L)","AUTOSERVIC","Mini","205-17  ดีศิริ เซอร์วิส(บุญแทน)","205-17","ดีศิริ เซอร์วิส(บุญแทน)","CTSP","CT","CT","CRB 40","3436196","CRB MONOGRADE  40 CF  4X5L  R",$5.00,$1.00,"ล",$1818.00,$20.00,$1699.07,$60000.00,23-Feb-2026 0:00:00,30,"CR69386-19278","INV-69-01083","","P1","Q1","PCO","",$1818.00,"dsr6nakhonsawan@gmail.com"
2026,2,23,"นครสวรรค์ 2 : แอน","29 : อ.ท่าตะโก","4A-E : CAS Express (250L)","4A-E : CAS Express (250L)","AUTOSERVIC","Mini","205-17  ดีศิริ เซอร์วิส(บุญแทน)","205-17","ดีศิริ เซอร์วิส(บุญแทน)","PCO","PCO - CTL","MAG","MAG-PU","3435551","MAGNATEC  PU  10W30  12x1L R",$1.00,$2.00,"ล",$2759.00,$24.00,$5157.01,$60000.00,23-Feb-2026 0:00:00,30,"CR69386-19278","INV-69-01083","","P1","Q1","PCO","",$5518.00,"dsr6nakhonsawan@gmail.com"
2026,2,23,"นครสวรรค์ 2 : แอน","29 : อ.ท่าตะโก","4A-E : CAS Express (250L)","4A-E : CAS Express (250L)","AUTOSERVIC","Mini","206-1397  อู่ตี๋การช่าง","206-1397","อู่ตี๋การช่าง","PCO","PCO - CTL","EDGE","EDGE-PU","3442582","EDGE PU  5W30 1X6P1L_PRO2_TH",$7.00,$1.00,"ล",$1965.00,$7.00,$1836.45,$40000.00,23-Feb-2026 0:00:00,1,"CA69386-19264","INV-69-01100","","P1","Q1","PCO","หนี้ในเดือน",$1965.00,"dsr6nakhonsawan@gmail.com"
2026,2,23,"นครสวรรค์ 2 : แอน","29 : อ.ท่าตะโก","4A-E : CAS Express (250L)","4A-E : CAS Express (250L)","AUTOSERVIC","Mini","206-1397  อู่ตี๋การช่าง","206-1397","อู่ตี๋การช่าง","PCO","PCO - CTL","MAG","MAG-PU","3439595","MAGNATEC  PU 10W30  3X6P1L FS  R",$7.00,$1.00,"ล",$3305.00,$21.00,$3088.79,$40000.00,23-Feb-2026 0:00:00,1,"CA69386-19264","INV-69-01100","","P1","Q1","PCO","หนี้ในเดือน",$3305.00,"dsr6nakhonsawan@gmail.com"
2026,2,23,"นครสวรรค์ 2 : แอน","29 : อ.ท่าตะโก","4A-E : CAS Express (250L)","4A-E : CAS Express (250L)","AUTOSERVIC","Mini","206-1397  อู่ตี๋การช่าง","206-1397","อู่ตี๋การช่าง","PCO","PCO - CTL","MAG FS","MAG","3442229","MAG  5W30  3X4P1L_TH",$5.00,$2.00,"ล",$3377.00,$30.00,$6312.15,$40000.00,23-Feb-2026 0:00:00,1,"CA69386-19264","INV-69-01100","","P1","Q1","PCO","หนี้ในเดือน",$6754.00,"dsr6nakhonsawan@gmail.com"
2026,2,23,"นครสวรรค์ 2 : แอน","29 : อ.ท่าตะโก","4A-E : CAS Express (250L)","4A-E : CAS Express (250L)","AUTOSERVIC","Mini","206-1397  อู่ตี๋การช่าง","206-1397","อู่ตี๋การช่าง","PCO","PCO - CTL","MAG FS","MAG-PU","3440027","MAG PU  5W30  3X6P1L_ TH",$7.00,$1.00,"กล",$0.00,$7.00,$0.00,$40000.00,23-Feb-2026 0:00:00,1,"CA69386-19264","INV-69-01100","Y","P1","Q1","PCO","หนี้ในเดือน",$0.00,"dsr6nakhonsawan@gmail.com"
2026,2,23,"นครสวรรค์ 2 : แอน","30 : อ.หนองบัว","2I : ร้านซ่อมมอเตอร์ไซด์ทั่วไป(Independent WorkShop)","2I : ร้านซ่อมมอเตอร์ไซด์ทั่วไป(Independent WorkShop)","MCO",,"113-2017  ช่างบาง สะพาน1","113-2017","ช่างบาง สะพาน1","MCO","MCO - 4T","ACTIV 4T","ACTIV 4T","3439391","ACTIV 4T 20W40  12X0.8L  SN  R",$0.80,$5.00,"ล",$1136.00,$48.00,$5308.41,$0.00,23-Feb-2026 0:00:00,1,"CA69383-19141","INV-69-01099","","P1","Q1","MCO","หนี้ในเดือน",$5680.00,"dsr6nakhonsawan@gmail.com"
2026,2,23,"นครสวรรค์ 2 : แอน","30 : อ.หนองบัว","2I : ร้านซ่อมมอเตอร์ไซด์ทั่วไป(Independent WorkShop)","2I : ร้านซ่อมมอเตอร์ไซด์ทั่วไป(Independent WorkShop)","MCO",,"113-2017  ช่างบาง สะพาน1","113-2017","ช่างบาง สะพาน1","MCO","MCO - 4T","ACTIV 4T","ACTIV ESS","3435678","ACTIV  ES  SAE 40   12X0.8L R",$0.80,$5.00,"ล",$1034.00,$48.00,$4831.78,$0.00,23-Feb-2026 0:00:00,1,"CA69383-19141","INV-69-01099","","P1","Q1","MCO","หนี้ในเดือน",$5170.00,"dsr6nakhonsawan@gmail.com"
2026,2,23,"นครสวรรค์ 2 : แอน","30 : อ.หนองบัว","2I : ร้านซ่อมมอเตอร์ไซด์ทั่วไป(Independent WorkShop)","2I : ร้านซ่อมมอเตอร์ไซด์ทั่วไป(Independent WorkShop)","MCO",,"113-2017  ช่างบาง สะพาน1","113-2017","ช่างบาง สะพาน1","MCO","MCO - 4T","ACTIV 4T","ACTIV ESS","3435678","ACTIV  ES  SAE 40   12X0.8L R",$0.80,$6.00,"กป",$0.00,$4.80,$0.00,$0.00,23-Feb-2026 0:00:00,1,"CA69383-19141","INV-69-01099","Y","P1","Q1","MCO","หนี้ในเดือน",$0.00,"dsr6nakhonsawan@gmail.com"
2026,2,23,"นครสวรรค์ 2 : แอน","30 : อ.หนองบัว","2I : ร้านซ่อมมอเตอร์ไซด์ทั่วไป(Independent WorkShop)","2I : ร้านซ่อมมอเตอร์ไซด์ทั่วไป(Independent WorkShop)","MCO",,"205-424  ช่างโบ้","205-424","ช่างโบ้","MCO","MCO - 4T","POWER1 4T","4T-PW","3439375","POWER1 4T 10W30  12X1L   SP R",$1.00,$1.00,"ล",$1779.00,$12.00,$1662.62,$0.00,23-Feb-2026 0:00:00,1,"CA69385-19218","INV-69-01098","","P1","Q1","MCO","หนี้ในเดือน",$1779.00,"dsr6nakhonsawan@gmail.com"
2026,2,23,"นครสวรรค์ 2 : แอน","30 : อ.หนองบัว","2I : ร้านซ่อมมอเตอร์ไซด์ทั่วไป(Independent WorkShop)","2I : ร้านซ่อมมอเตอร์ไซด์ทั่วไป(Independent WorkShop)","MCO",,"205-424  ช่างโบ้","205-424","ช่างโบ้","MCO","MCO - 4T","POWER1 4T","4T-PW","3439376","POWER1 4T 10W30 12X0.8L  SP R",$0.80,$1.00,"ล",$1475.00,$9.60,$1378.50,$0.00,23-Feb-2026 0:00:00,1,"CA69385-19218","INV-69-01098","","P1","Q1","MCO","หนี้ในเดือน",$1475.00,"dsr6nakhonsawan@gmail.com"
2026,2,23,"นครสวรรค์ 2 : แอน","30 : อ.หนองบัว","2I : ร้านซ่อมมอเตอร์ไซด์ทั่วไป(Independent WorkShop)","2I : ร้านซ่อมมอเตอร์ไซด์ทั่วไป(Independent WorkShop)","MCO",,"205-424  ช่างโบ้","205-424","ช่างโบ้","MCO","MCO - 4T","POWER1 4T","4T-PW SCT","3442715","POWER1 AT 10W40+SGO 12X0.92L",$0.92,$1.00,"ล",$2002.00,$11.04,$1871.03,$0.00,23-Feb-2026 0:00:00,1,"CA69385-19218","INV-69-01098","","P1","Q1","MCO","หนี้ในเดือน",$2002.00,"dsr6nakhonsawan@gmail.com"
2026,2,23,"นครสวรรค์ 2 : แอน","30 : อ.หนองบัว","4A-P : CAS Premium (1000L)","4A-P : CAS Premium (1000L)","AUTOSERVIC","Premium","205-291  พี.เอส.ออโต้","205-291","พี.เอส.ออโต้","CTSP","SPECIAL","BRAKES","BRAKE","3435963","BRAKE  FLUID DOT3  24X0.5L R",$0.50,$5.00,"ล",$2043.00,$60.00,$9546.73,$400000.00,23-Feb-2026 0:00:00,1,"CA69386-19255","INV-69-01102","","P1","Q1","PCO","หนี้ในเดือน",$10215.00,"dsr6nakhonsawan@gmail.com"
2026,2,23,"นครสวรรค์ 2 : แอน","30 : อ.หนองบัว","4A-P : CAS Premium (1000L)","4A-P : CAS Premium (1000L)","AUTOSERVIC","Premium","205-291  พี.เอส.ออโต้","205-291","พี.เอส.ออโต้","CTSP","SPECIAL","COOLANTS","COOLANT","3436174","RADICOOL  SF  PREMIX    12X1L  R",$1.00,$3.00,"ล",$1331.00,$36.00,$3731.78,$400000.00,23-Feb-2026 0:00:00,1,"CA69386-19255","INV-69-01102","","P1","Q1","PCO","หนี้ในเดือน",$3993.00,"dsr6nakhonsawan@gmail.com"
2026,2,23,"นครสวรรค์ 2 : แอน","30 : อ.หนองบัว","4A-P : CAS Premium (1000L)","4A-P : CAS Premium (1000L)","AUTOSERVIC","Premium","205-291  พี.เอส.ออโต้","205-291","พี.เอส.ออโต้","CTSP","SPECIAL","COOLANTS","COOLANT","3436215","RADICOOL    12X1L  R",$1.00,$2.00,"ล",$1758.00,$24.00,$3285.98,$400000.00,23-Feb-2026 0:00:00,1,"CA69386-19255","INV-69-01102","","P1","Q1","PCO","หนี้ในเดือน",$3516.00,"dsr6nakhonsawan@gmail.com"
2026,2,23,"นครสวรรค์ 2 : แอน","30 : อ.หนองบัว","4A-P : CAS Premium (1000L)","4A-P : CAS Premium (1000L)","AUTOSERVIC","Premium","205-291  พี.เอส.ออโต้","205-291","พี.เอส.ออโต้","CTSP","SPECIAL","COOLANTS","COOLANT","3440917","RADICOOL  SF  PREMIX  G   12X1L",$1.00,$2.00,"ล",$1331.00,$24.00,$2487.85,$400000.00,23-Feb-2026 0:00:00,1,"CA69386-19255","INV-69-01102","","P1","Q1","PCO","หนี้ในเดือน",$2662.00,"dsr6nakhonsawan@gmail.com"
2026,2,23,"นครสวรรค์ 2 : แอน","30 : อ.หนองบัว","4A-P : CAS Premium (1000L)","4A-P : CAS Premium (1000L)","AUTOSERVIC","Premium","205-291  พี.เอส.ออโต้","205-291","พี.เอส.ออโต้","CTSP","SPECIAL","TRANS","AUTO  TRAN","3435956","Transmax ATF  D/M M 12x1 L R",$1.00,$10.00,"ล",$2233.00,$120.00,$20869.16,$400000.00,23-Feb-2026 0:00:00,1,"CA69386-19255","INV-69-01102","","P1","Q1","PCO","หนี้ในเดือน",$22330.00,"dsr6nakhonsawan@gmail.com"
2026,2,23,"นครสวรรค์ 2 : แอน","30 : อ.หนองบัว","4A-P : CAS Premium (1000L)","4A-P : CAS Premium (1000L)","AUTOSERVIC","Premium","205-291  พี.เอส.ออโต้","205-291","พี.เอส.ออโต้","CTSP","SPECIAL","TRANS","AUTO  TRAN","3436002","Transmax  CVT    12x1 L  R",$1.00,$1.00,"ล",$3029.00,$12.00,$2830.84,$400000.00,23-Feb-2026 0:00:00,1,"CA69386-19255","INV-69-01102","","P1","Q1","PCO","หนี้ในเดือน",$3029.00,"dsr6nakhonsawan@gmail.com"
2026,2,23,"นครสวรรค์ 2 : แอน","30 : อ.หนองบัว","4A-P : CAS Premium (1000L)","4A-P : CAS Premium (1000L)","AUTOSERVIC","Premium","205-291  พี.เอส.ออโต้","205-291","พี.เอส.ออโต้","CTSP","SPECIAL","TRANS","MANL  TRAN","3435968","TRANSMAX MANUAL  80W90   18L R",$18.00,$5.00,"ถ-18",$1960.00,$90.00,$9158.88,$400000.00,23-Feb-2026 0:00:00,1,"CA69386-19255","INV-69-01102","","P1","Q1","PCO","หนี้ในเดือน",$9800.00,"dsr6nakhonsawan@gmail.com"
2026,2,23,"นครสวรรค์ 2 : แอน","30 : อ.หนองบัว","4A-P : CAS Premium (1000L)","4A-P : CAS Premium (1000L)","AUTOSERVIC","Premium","205-291  พี.เอส.ออโต้","205-291","พี.เอส.ออโต้","CTSP","SPECIAL","TRANS","MANL  TRAN","3435974","TRANSMAX AXLE  85W-140 18 L  R",$18.00,$5.00,"ถ-18",$2212.00,$90.00,$10336.45,$400000.00,23-Feb-2026 0:00:00,1,"CA69386-19255","INV-69-01102","","P1","Q1","PCO","หนี้ในเดือน",$11060.00,"dsr6nakhonsawan@gmail.com"
2026,2,23,"นครสวรรค์ 2 : แอน","30 : อ.หนองบัว","4A-P : CAS Premium (1000L)","4A-P : CAS Premium (1000L)","AUTOSERVIC","Premium","205-291  พี.เอส.ออโต้","205-291","พี.เอส.ออโต้","CTSP","SPECIAL","TRANS","MANL  TRAN","3435977","TRANSMAX AXLE   80W90  18L R",$18.00,$5.00,"ถ-18",$2212.00,$90.00,$10336.45,$400000.00,23-Feb-2026 0:00:00,1,"CA69386-19255","INV-69-01102","","P1","Q1","PCO","หนี้ในเดือน",$11060.00,"dsr6nakhonsawan@gmail.com"
2026,2,23,"นครสวรรค์ 2 : แอน","30 : อ.หนองบัว","4A-P : CAS Premium (1000L)","4A-P : CAS Premium (1000L)","AUTOSERVIC","Premium","205-291  พี.เอส.ออโต้","205-291","พี.เอส.ออโต้","FREE","FREE","FREE","FREE","ถ-095","คูปอง 500",$0.00,$4.00,"ช-3",$0.00,$0.00,$0.00,$400000.00,23-Feb-2026 0:00:00,1,"CA69386-19255","INV-69-01102","Y","P1","Q1","","หนี้ในเดือน",$0.00,"dsr6nakhonsawan@gmail.com"
2026,2,23,"นครสวรรค์ 2 : แอน","30 : อ.หนองบัว","4A-P : CAS Premium (1000L)","4A-P : CAS Premium (1000L)","AUTOSERVIC","Premium","205-291  พี.เอส.ออโต้","205-291","พี.เอส.ออโต้","FREE","FREE","FREE","FREE","ถ-096","คูปอง 100",$0.00,$10.00,"ช-3",$0.00,$0.00,$0.00,$400000.00,23-Feb-2026 0:00:00,1,"CA69386-19255","INV-69-01102","Y","P1","Q1","","หนี้ในเดือน",$0.00,"dsr6nakhonsawan@gmail.com"
2026,2,23,"นครสวรรค์ 2 : แอน","30 : อ.หนองบัว","4A-P : CAS Premium (1000L)","4A-P : CAS Premium (1000L)","AUTOSERVIC","Premium","205-291  พี.เอส.ออโต้","205-291","พี.เอส.ออโต้","PCO","PCO - CTL","EDGE","EDGE","3441868","EDGE 5W40  A3/B4 1X4P1L_PRO2_TH",$5.00,$5.00,"ล",$1984.00,$25.00,$9271.03,$400000.00,23-Feb-2026 0:00:00,1,"CA69385-19250","INV-69-01101","","P1","Q1","PCO","หนี้ในเดือน",$9920.00,"dsr6nakhonsawan@gmail.com"
2026,2,23,"นครสวรรค์ 2 : แอน","30 : อ.หนองบัว","4A-P : CAS Premium (1000L)","4A-P : CAS Premium (1000L)","AUTOSERVIC","Premium","205-291  พี.เอส.ออโต้","205-291","พี.เอส.ออโต้","PCO","PCO - CTL","EDGE","EDGE-PU","3442582","EDGE PU  5W30 1X6P1L_PRO2_TH",$7.00,$1.00,"ล",$0.00,$7.00,$0.00,$400000.00,23-Feb-2026 0:00:00,1,"CA69385-19250","INV-69-01101","Y","P1","Q1","PCO","หนี้ในเดือน",$0.00,"dsr6nakhonsawan@gmail.com"
2026,2,23,"นครสวรรค์ 2 : แอน","30 : อ.หนองบัว","4A-P : CAS Premium (1000L)","4A-P : CAS Premium (1000L)","AUTOSERVIC","Premium","205-291  พี.เอส.ออโต้","205-291","พี.เอส.ออโต้","PCO","PCO - CTL","EDGE","EDGE-PU","3442582","EDGE PU  5W30 1X6P1L_PRO2_TH",$7.00,$15.00,"ล",$1965.00,$105.00,$27546.73,$400000.00,23-Feb-2026 0:00:00,1,"CA69385-19250","INV-69-01101","","P1","Q1","PCO","หนี้ในเดือน",$29475.00,"dsr6nakhonsawan@gmail.com"
2026,2,23,"นครสวรรค์ 2 : แอน","30 : อ.หนองบัว","4A-P : CAS Premium (1000L)","4A-P : CAS Premium (1000L)","AUTOSERVIC","Premium","205-291  พี.เอส.ออโต้","205-291","พี.เอส.ออโต้","PCO","PCO - CTL","MAG","MAG","3441414","MAGNATEC  10W30  3X4L+1L  TH",$5.00,$20.00,"ล",$2956.00,$300.00,$55252.34,$400000.00,23-Feb-2026 0:00:00,1,"CA69385-19249","INV-69-01087","","P1","Q1","PCO","หนี้ในเดือน",$59120.00,"dsr6nakhonsawan@gmail.com"
2026,2,23,"นครสวรรค์ 2 : แอน","30 : อ.หนองบัว","4A-P : CAS Premium (1000L)","4A-P : CAS Premium (1000L)","AUTOSERVIC","Premium","205-291  พี.เอส.ออโต้","205-291","พี.เอส.ออโต้","PCO","PCO - CTL","MAG","MAG","3441429","MAGNATEC  10W-40  3X4L+1L  TH",$5.00,$25.00,"ล",$2956.00,$375.00,$69065.42,$400000.00,23-Feb-2026 0:00:00,1,"CA69386-19254","INV-69-01091","","P1","Q1","PCO","หนี้ในเดือน",$73900.00,"dsr6nakhonsawan@gmail.com"
2026,2,23,"นครสวรรค์ 2 : แอน","30 : อ.หนองบัว","4A-P : CAS Premium (1000L)","4A-P : CAS Premium (1000L)","AUTOSERVIC","Premium","205-291  พี.เอส.ออโต้","205-291","พี.เอส.ออโต้","PCO","PCO - CTL","MAG","MAG-PU","3435551","MAGNATEC  PU  10W30  12x1L R",$1.00,$2.00,"ล",$2731.00,$24.00,$5104.67,$400000.00,23-Feb-2026 0:00:00,1,"CA69385-19249","INV-69-01087","","P1","Q1","PCO","หนี้ในเดือน",$5462.00,"dsr6nakhonsawan@gmail.com"
2026,2,23,"นครสวรรค์ 2 : แอน","30 : อ.หนองบัว","4A-P : CAS Premium (1000L)","4A-P : CAS Premium (1000L)","AUTOSERVIC","Premium","205-291  พี.เอส.ออโต้","205-291","พี.เอส.ออโต้","PCO","PCO - CTL","MAG","MAG-PU","3439595","MAGNATEC  PU 10W30  3X6P1L FS  R",$7.00,$7.00,"กล",$0.00,$49.00,$0.00,$400000.00,23-Feb-2026 0:00:00,1,"CA69386-19252","INV-69-01089","Y","P1","Q1","PCO","หนี้ในเดือน",$0.00,"dsr6nakhonsawan@gmail.com"
2026,2,23,"นครสวรรค์ 2 : แอน","30 : อ.หนองบัว","4A-P : CAS Premium (1000L)","4A-P : CAS Premium (1000L)","AUTOSERVIC","Premium","205-291  พี.เอส.ออโต้","205-291","พี.เอส.ออโต้","PCO","PCO - CTL","MAG","MAG-PU","3442488","MAG PU 10W-30_PS_CK4_3X6P1L",$7.00,$20.00,"ล",$3400.00,$420.00,$63551.40,$400000.00,23-Feb-2026 0:00:00,1,"CA69386-19252","INV-69-01089","","P1","Q1","PCO","หนี้ในเดือน",$68000.00,"dsr6nakhonsawan@gmail.com"
2026,2,23,"นครสวรรค์ 2 : แอน","31 : อ.มโนรมย์","2I : ร้านซ่อมมอเตอร์ไซด์ทั่วไป(Independent WorkShop)","2I : ร้านซ่อมมอเตอร์ไซด์ทั่วไป(Independent WorkShop)","MCO",,"113-2077  ช่างเก้า","113-2077","ช่างเก้า","MCO","MCO - 4T","ACTIV 4T","ACTIV 4T","3439391","ACTIV 4T 20W40  12X0.8L  SN  R",$0.80,$1.00,"ล",$1136.00,$9.60,$1061.68,$0.00,23-Feb-2026 0:00:00,1,"CA69384-19153","INV-69-01093","","P1","Q1","MCO","หนี้ในเดือน",$1136.00,"dsr6nakhonsawan@gmail.com"
2026,2,23,"นครสวรรค์ 2 : แอน","31 : อ.มโนรมย์","2I : ร้านซ่อมมอเตอร์ไซด์ทั่วไป(Independent WorkShop)","2I : ร้านซ่อมมอเตอร์ไซด์ทั่วไป(Independent WorkShop)","MCO",,"113-2077  ช่างเก้า","113-2077","ช่างเก้า","MCO","MCO - 4T","ACTIV 4T","ACTIV ESS","3435677","ACTIV ES  SAE 40   12 X 0.7L  R",$0.70,$1.00,"ล",$903.00,$8.40,$843.93,$0.00,23-Feb-2026 0:00:00,1,"CA69384-19153","INV-69-01093","","P1","Q1","MCO","หนี้ในเดือน",$903.00,"dsr6nakhonsawan@gmail.com"
2026,2,23,"นครสวรรค์ 2 : แอน","31 : อ.มโนรมย์","2I : ร้านซ่อมมอเตอร์ไซด์ทั่วไป(Independent WorkShop)","2I : ร้านซ่อมมอเตอร์ไซด์ทั่วไป(Independent WorkShop)","MCO",,"113-2077  ช่างเก้า","113-2077","ช่างเก้า","MCO","MCO - 4T","ACTIV 4T","ACTIV ESS","3435678","ACTIV  ES  SAE 40   12X0.8L R",$0.80,$1.00,"กป",$0.00,$0.80,$0.00,$0.00,23-Feb-2026 0:00:00,1,"CA69384-19153","INV-69-01093","Y","P1","Q1","MCO","หนี้ในเดือน",$0.00,"dsr6nakhonsawan@gmail.com"
2026,2,23,"นครสวรรค์ 2 : แอน","31 : อ.มโนรมย์","4A-E : CAS Express (250L)","4A-E : CAS Express (250L)","AUTOSERVIC","Express","109-116  ร้านนวภัณฑ์","109-116","ร้านนวภัณฑ์","CTSP","SPECIAL","TRANS","AUTO  TRAN","3435956","Transmax ATF  D/M M 12x1 L R",$1.00,$2.00,"ล",$2256.00,$24.00,$4216.82,$400000.00,23-Feb-2026 0:00:00,30,"CR69386-19274","INV-69-01084","","P1","Q1","PCO","",$4512.00,"dsr6nakhonsawan@gmail.com"
2026,2,23,"นครสวรรค์ 2 : แอน","31 : อ.มโนรมย์","4A-E : CAS Express (250L)","4A-E : CAS Express (250L)","AUTOSERVIC","Express","109-116  ร้านนวภัณฑ์","109-116","ร้านนวภัณฑ์","PCO","PCO - CTL","GTX PS","GTX","3440067","GTX  10W40  3X4L (PART-SYN)",$4.00,$3.00,"ล",$1746.00,$36.00,$4895.33,$400000.00,23-Feb-2026 0:00:00,30,"CR69386-19274","INV-69-01084","","P1","Q1","PCO","",$5238.00,"dsr6nakhonsawan@gmail.com"
2026,2,23,"นครสวรรค์ 2 : แอน","31 : อ.มโนรมย์","4A-E : CAS Express (250L)","4A-E : CAS Express (250L)","AUTOSERVIC","Express","109-116  ร้านนวภัณฑ์","109-116","ร้านนวภัณฑ์","PCO","PCO - CTL","GTX PS","GTX-PU","3440858","GTX DS 10W-30 3X6+1L N TH (PART-SYN)",$7.00,$3.00,"ล",$2294.00,$63.00,$6431.78,$400000.00,23-Feb-2026 0:00:00,30,"CR69386-19274","INV-69-01084","","P1","Q1","PCO","",$6882.00,"dsr6nakhonsawan@gmail.com"
2026,2,23,"นครสวรรค์ 2 : แอน","31 : อ.มโนรมย์","4A-E : CAS Express (250L)","4A-E : CAS Express (250L)","AUTOSERVIC","Express","109-116  ร้านนวภัณฑ์","109-116","ร้านนวภัณฑ์","PCO","PCO - CTL","MAG","MAG-PU","3435551","MAGNATEC  PU  10W30  12x1L R",$1.00,$2.00,"กป",$0.00,$2.00,$0.00,$400000.00,23-Feb-2026 0:00:00,30,"CR69386-19274","INV-69-01084","Y","P1","Q1","PCO","",$0.00,"dsr6nakhonsawan@gmail.com"
2026,2,23,"นครสวรรค์ 2 : แอน","33 : อ.เมือง นครสวรรค์","4A-E : CAS Express (250L)","4A-E : CAS Express (250L)","AUTOSERVIC","Mini","205-973  บริษัท วิริยะยางยนต์ (2018) จำกัด","205-973","บริษัท วิริยะยางยนต์ (2018) จำกัด","CTSP","SPECIAL","COOLANTS","COOLANT","3436175","RADICOOL  SF  PREMIX    6X4 L  R",$4.00,$1.00,"ล",$2592.00,$24.00,$2422.43,$800000.00,23-Feb-2026 0:00:00,45,"CR69386-19279","INV-69-01077","","P1","Q1","PCO","",$2592.00,"dsr6nakhonsawan@gmail.com"
